index,Airline,Date_of_Journey,Source,Destination,Dep_Time,Duration,Total_Stops,Additional_Info,Price,departure,duration_mins,arrival
193,Air India,03-01-2019,Banglore,New Delhi,11:50,12h 5m,1 stop,Change airports,26092,03-01-2019 11:50,725,03-01-2019 23:55
194,Jet Airways,03-01-2019,Banglore,New Delhi,07:00,22h 5m,1 stop,No info,26890,03-01-2019 07:00,1325,04-01-2019 05:05
195,Air India,03-01-2019,Banglore,New Delhi,11:05,11h 40m,1 stop,No info,14069,03-01-2019 11:05,700,03-01-2019 22:45
196,IndiGo,03-01-2019,Chennai,Kolkata,05:15,2h 20m,non-stop,No info,7295,03-01-2019 05:15,140,03-01-2019 07:35
197,Air India,03-01-2019,Banglore,New Delhi,08:50,26h 20m,2 stops,No info,19372,03-01-2019 08:50,1580,04-01-2019 11:10
198,IndiGo,03-01-2019,Banglore,New Delhi,10:05,2h 55m,non-stop,No info,10067,03-01-2019 10:05,175,03-01-2019 13:00
199,Jet Airways,04-01-2019,Kolkata,Banglore,20:25,18h 40m,1 stop,No info,11467,04-01-2019 20:25,1120,05-01-2019 15:05
200,SpiceJet,04-01-2019,Kolkata,Banglore,22:20,2h 20m,non-stop,No info,3873,04-01-2019 22:20,140,05-01-2019 00:40
201,IndiGo,04-01-2019,Mumbai,Hyderabad,09:10,1h 30m,non-stop,No info,3342,04-01-2019 09:10,90,04-01-2019 10:40
202,Vistara,04-01-2019,Banglore,Delhi,09:45,2h 50m,non-stop,No info,5403,04-01-2019 09:45,170,04-01-2019 12:35
203,Jet Airways,04-01-2019,Kolkata,Banglore,18:55,23h 20m,1 stop,In-flight meal not included,7064,04-01-2019 18:55,1400,05-01-2019 18:15
204,Air Asia,04-01-2019,Kolkata,Banglore,07:35,11h 50m,1 stop,No info,5192,04-01-2019 07:35,710,04-01-2019 19:25
205,Air India,04-01-2019,Kolkata,Banglore,05:50,17h 25m,2 stops,No info,11516,04-01-2019 05:50,1045,04-01-2019 23:15
206,Air India,04-01-2019,Kolkata,Banglore,10:00,19h 25m,2 stops,No info,12639,04-01-2019 10:00,1165,05-01-2019 05:25
207,Jet Airways,04-01-2019,Kolkata,Banglore,09:35,9h 35m,1 stop,In-flight meal not included,9314,04-01-2019 09:35,575,04-01-2019 19:10
208,Air India,04-01-2019,Banglore,Delhi,21:05,2h 50m,non-stop,No info,4441,04-01-2019 21:05,170,04-01-2019 23:55
209,Air India,04-01-2019,Kolkata,Banglore,10:00,24h 30m,3 stops,No info,12954,04-01-2019 10:00,1470,05-01-2019 10:30
210,IndiGo,04-01-2019,Banglore,Delhi,00:30,2h 55m,non-stop,No info,4423,04-01-2019 00:30,175,04-01-2019 03:25
211,Jet Airways,04-01-2019,Kolkata,Banglore,18:55,21h 25m,1 stop,In-flight meal not included,7064,04-01-2019 18:55,1285,05-01-2019 16:20
212,Jet Airways,04-01-2019,Banglore,Delhi,15:15,2h 55m,non-stop,In-flight meal not included,4544,04-01-2019 15:15,175,04-01-2019 18:10
213,Jet Airways,04-01-2019,Kolkata,Banglore,18:55,24h 55m,1 stop,In-flight meal not included,7064,04-01-2019 18:55,1495,05-01-2019 19:50
214,Jet Airways,04-01-2019,Kolkata,Banglore,06:30,14h 15m,1 stop,No info,12681,04-01-2019 06:30,855,04-01-2019 20:45
215,Air India,04-01-2019,Kolkata,Banglore,07:00,22h 25m,2 stops,No info,12219,04-01-2019 07:00,1345,05-01-2019 05:25
216,Jet Airways,04-01-2019,Banglore,Delhi,06:00,2h 45m,non-stop,No info,7229,04-01-2019 06:00,165,04-01-2019 08:45
217,Vistara,04-01-2019,Banglore,Delhi,07:00,2h 40m,non-stop,No info,5403,04-01-2019 07:00,160,04-01-2019 09:40
218,Jet Airways,04-01-2019,Kolkata,Banglore,06:30,13h 20m,1 stop,No info,12681,04-01-2019 06:30,800,04-01-2019 19:50
219,Jet Airways,04-01-2019,Banglore,Delhi,11:10,2h 55m,non-stop,No info,7229,04-01-2019 11:10,175,04-01-2019 14:05
220,IndiGo,04-01-2019,Kolkata,Banglore,14:25,2h 30m,non-stop,No info,4174,04-01-2019 14:25,150,04-01-2019 16:55
221,Vistara,04-01-2019,Kolkata,Banglore,17:00,17h 45m,1 stop,No info,9187,04-01-2019 17:00,1065,05-01-2019 10:45
222,Jet Airways,04-01-2019,Kolkata,Banglore,18:55,23h 20m,1 stop,No info,12681,04-01-2019 18:55,1400,05-01-2019 18:15
223,Jet Airways,04-01-2019,Kolkata,Banglore,18:55,28h 40m,1 stop,No info,12681,04-01-2019 18:55,1720,05-01-2019 23:35
224,Jet Airways,04-01-2019,Banglore,Delhi,17:45,3h,non-stop,No info,7229,04-01-2019 17:45,180,04-01-2019 20:45
225,SpiceJet,04-01-2019,Delhi,Cochin,08:45,4h 30m,1 stop,No info,4812,04-01-2019 08:45,270,04-01-2019 13:15
226,Jet Airways,04-01-2019,Delhi,Cochin,17:30,19h 5m,1 stop,In-flight meal not included,5406,04-01-2019 17:30,1145,05-01-2019 12:35
227,Air India,04-01-2019,Kolkata,Banglore,20:30,12h 25m,1 stop,No info,7893,04-01-2019 20:30,745,05-01-2019 08:55
228,Jet Airways,04-01-2019,Kolkata,Banglore,20:00,16h,1 stop,No info,12681,04-01-2019 20:00,960,05-01-2019 12:00
229,Vistara,04-01-2019,Kolkata,Banglore,07:10,16h 15m,1 stop,No info,7927,04-01-2019 07:10,975,04-01-2019 23:25
230,Jet Airways,04-01-2019,Kolkata,Banglore,14:05,9h 30m,1 stop,No info,13364,04-01-2019 14:05,570,04-01-2019 23:35
231,GoAir,04-01-2019,Delhi,Cochin,10:35,9h,1 stop,No info,5281,04-01-2019 10:35,540,04-01-2019 19:35
232,SpiceJet,04-01-2019,Mumbai,Hyderabad,05:45,1h 30m,non-stop,No check-in baggage included,1965,04-01-2019 05:45,90,04-01-2019 07:15
233,Jet Airways,04-01-2019,Kolkata,Banglore,21:10,11h 5m,1 stop,In-flight meal not included,8849,04-01-2019 21:10,665,05-01-2019 08:15
234,Air India,04-01-2019,Kolkata,Banglore,19:00,14h 50m,1 stop,No info,4227,04-01-2019 19:00,890,05-01-2019 09:50
235,Air India,04-01-2019,Kolkata,Banglore,10:00,15h 20m,2 stops,No info,10408,04-01-2019 10:00,920,05-01-2019 01:20
236,Jet Airways,04-01-2019,Delhi,Cochin,16:00,20h 35m,1 stop,In-flight meal not included,5406,04-01-2019 16:00,1235,05-01-2019 12:35
237,IndiGo,04-01-2019,Delhi,Cochin,07:35,4h 35m,1 stop,No info,5073,04-01-2019 07:35,275,04-01-2019 12:10
238,SpiceJet,04-01-2019,Kolkata,Banglore,06:55,2h 35m,non-stop,No info,3873,04-01-2019 06:55,155,04-01-2019 09:30
239,Air India,04-01-2019,Kolkata,Banglore,16:45,30h 30m,3 stops,No info,8607,04-01-2019 16:45,1830,05-01-2019 23:15
240,Jet Airways,04-01-2019,Kolkata,Banglore,09:35,8h 25m,1 stop,No info,11467,04-01-2019 09:35,505,04-01-2019 18:00
241,Jet Airways,04-01-2019,Kolkata,Banglore,21:10,7h 30m,1 stop,No info,13364,04-01-2019 21:10,450,05-01-2019 04:40
242,Jet Airways,04-01-2019,Kolkata,Banglore,16:30,6h 5m,1 stop,No info,12681,04-01-2019 16:30,365,04-01-2019 22:35
243,Air India,04-01-2019,Kolkata,Banglore,20:30,26h 45m,1 stop,No info,7211,04-01-2019 20:30,1605,05-01-2019 23:15
244,Jet Airways,04-01-2019,Banglore,Delhi,18:55,3h 5m,non-stop,No info,7229,04-01-2019 18:55,185,04-01-2019 22:00
245,Air India,04-01-2019,Kolkata,Banglore,16:50,15h 5m,1 stop,No info,7893,04-01-2019 16:50,905,05-01-2019 07:55
246,Jet Airways,04-01-2019,Kolkata,Banglore,20:00,20h 20m,1 stop,No info,12681,04-01-2019 20:00,1220,05-01-2019 16:20
247,SpiceJet,04-01-2019,Kolkata,Banglore,09:00,2h 25m,non-stop,No info,3873,04-01-2019 09:00,145,04-01-2019 11:25
248,Jet Airways,04-01-2019,Kolkata,Banglore,20:25,13h 20m,1 stop,No info,14151,04-01-2019 20:25,800,05-01-2019 09:45
249,Jet Airways,04-01-2019,Banglore,Delhi,19:50,3h,non-stop,No info,7229,04-01-2019 19:50,180,04-01-2019 22:50
250,Jet Airways,04-01-2019,Kolkata,Banglore,14:05,5h 45m,1 stop,No info,13364,04-01-2019 14:05,345,04-01-2019 19:50
251,Jet Airways,04-01-2019,Mumbai,Hyderabad,02:55,1h 25m,non-stop,In-flight meal not included,2228,04-01-2019 02:55,85,04-01-2019 04:20
252,Jet Airways,04-01-2019,Mumbai,Hyderabad,07:05,1h 25m,non-stop,No info,8040,04-01-2019 07:05,85,04-01-2019 08:30
253,Air Asia,04-01-2019,Kolkata,Banglore,22:40,12h,1 stop,No info,5192,04-01-2019 22:40,720,05-01-2019 10:40
254,IndiGo,04-01-2019,Delhi,Cochin,06:50,5h 20m,1 stop,No info,5298,04-01-2019 06:50,320,04-01-2019 12:10
255,Vistara,04-01-2019,Kolkata,Banglore,07:10,25h 55m,1 stop,No info,7980,04-01-2019 07:10,1555,05-01-2019 09:05
256,IndiGo,04-01-2019,Kolkata,Banglore,09:35,2h 45m,non-stop,No info,4174,04-01-2019 09:35,165,04-01-2019 12:20
257,Air India,04-01-2019,Banglore,Delhi,17:00,2h 45m,non-stop,No info,5176,04-01-2019 17:00,165,04-01-2019 19:45
258,Jet Airways,04-01-2019,Kolkata,Banglore,21:10,12h 10m,1 stop,No info,13364,04-01-2019 21:10,730,05-01-2019 09:20
259,Jet Airways,04-01-2019,Kolkata,Banglore,20:00,16h,1 stop,In-flight meal not included,7064,04-01-2019 20:00,960,05-01-2019 12:00
260,IndiGo,04-01-2019,Kolkata,Banglore,15:10,5h 20m,1 stop,No info,8567,04-01-2019 15:10,320,04-01-2019 20:30
261,Air India,04-01-2019,Kolkata,Banglore,19:00,9h 40m,1 stop,No info,4227,04-01-2019 19:00,580,05-01-2019 04:40
262,SpiceJet,04-01-2019,Kolkata,Banglore,15:55,5h 30m,1 stop,No info,7646,04-01-2019 15:55,330,04-01-2019 21:25
263,GoAir,04-01-2019,Delhi,Cochin,07:25,6h 10m,1 stop,No info,4563,04-01-2019 07:25,370,04-01-2019 13:35
264,Jet Airways,04-01-2019,Kolkata,Banglore,06:30,9h 50m,1 stop,No info,12996,04-01-2019 06:30,590,04-01-2019 16:20
265,Jet Airways,04-01-2019,Kolkata,Banglore,08:25,9h 50m,1 stop,In-flight meal not included,7064,04-01-2019 08:25,590,04-01-2019 18:15
266,IndiGo,04-01-2019,Kolkata,Banglore,17:35,4h 40m,1 stop,No info,5699,04-01-2019 17:35,280,04-01-2019 22:15
267,IndiGo,04-01-2019,Banglore,Delhi,16:55,3h,non-stop,No info,4823,04-01-2019 16:55,180,04-01-2019 19:55
268,IndiGo,04-01-2019,Kolkata,Banglore,11:30,2h 35m,non-stop,No info,4174,04-01-2019 11:30,155,04-01-2019 14:05
269,Jet Airways,04-01-2019,Kolkata,Banglore,20:25,14h 30m,1 stop,No info,11467,04-01-2019 20:25,870,05-01-2019 10:55
270,Jet Airways,04-01-2019,Kolkata,Banglore,18:55,27h 40m,1 stop,In-flight meal not included,7064,04-01-2019 18:55,1660,05-01-2019 22:35
271,Jet Airways,04-01-2019,Kolkata,Banglore,20:00,23h 50m,1 stop,In-flight meal not included,7064,04-01-2019 20:00,1430,05-01-2019 19:50
272,Jet Airways,04-01-2019,Kolkata,Banglore,18:55,21h 25m,1 stop,No info,12681,04-01-2019 18:55,1285,05-01-2019 16:20
273,Vistara,04-01-2019,Kolkata,Banglore,17:00,6h 25m,1 stop,No info,8610,04-01-2019 17:00,385,04-01-2019 23:25
274,Vistara,04-01-2019,Kolkata,Banglore,17:00,16h 5m,1 stop,No info,8662,04-01-2019 17:00,965,05-01-2019 09:05
275,Air India,04-01-2019,Kolkata,Banglore,16:45,16h 10m,2 stops,No info,9920,04-01-2019 16:45,970,05-01-2019 08:55
276,Air India,04-01-2019,Kolkata,Banglore,16:45,30h 30m,2 stops,No info,9237,04-01-2019 16:45,1830,05-01-2019 23:15
277,Jet Airways,04-01-2019,Kolkata,Banglore,06:30,25h 45m,1 stop,In-flight meal not included,7064,04-01-2019 06:30,1545,05-01-2019 08:15
278,Air Asia,04-01-2019,Kolkata,Banglore,06:50,3h 40m,1 stop,No info,5162,04-01-2019 06:50,220,04-01-2019 10:30
279,SpiceJet,04-01-2019,Kolkata,Banglore,09:00,2h 25m,non-stop,No check-in baggage included,3841,04-01-2019 09:00,145,04-01-2019 11:25
280,SpiceJet,04-01-2019,Banglore,Delhi,09:30,2h 50m,non-stop,No info,3971,04-01-2019 09:30,170,04-01-2019 12:20
281,Air India,04-01-2019,Kolkata,Banglore,16:50,25h 40m,1 stop,No info,7893,04-01-2019 16:50,1540,05-01-2019 18:30
282,IndiGo,04-01-2019,Kolkata,Banglore,17:15,2h 35m,non-stop,No info,4174,04-01-2019 17:15,155,04-01-2019 19:50
283,Jet Airways,04-01-2019,Kolkata,Banglore,18:55,9h 45m,1 stop,No info,12681,04-01-2019 18:55,585,05-01-2019 04:40
284,IndiGo,04-01-2019,Delhi,Cochin,02:00,5h 25m,1 stop,No info,5164,04-01-2019 02:00,325,04-01-2019 07:25
285,SpiceJet,04-01-2019,Banglore,Delhi,05:55,2h 40m,non-stop,No check-in baggage included,3919,04-01-2019 05:55,160,04-01-2019 08:35
286,Air India,04-01-2019,Kolkata,Banglore,17:30,15h 25m,1 stop,No info,7893,04-01-2019 17:30,925,05-01-2019 08:55
287,Vistara,04-01-2019,Kolkata,Banglore,20:20,27h 5m,1 stop,No info,7927,04-01-2019 20:20,1625,05-01-2019 23:25
288,Jet Airways,04-01-2019,Kolkata,Banglore,09:35,11h 30m,1 stop,In-flight meal not included,8066,04-01-2019 09:35,690,04-01-2019 21:05
289,IndiGo,04-01-2019,Kolkata,Banglore,20:20,2h 35m,non-stop,No info,4488,04-01-2019 20:20,155,04-01-2019 22:55
290,Jet Airways,04-01-2019,Kolkata,Banglore,16:30,27h 20m,1 stop,In-flight meal not included,7064,04-01-2019 16:30,1640,05-01-2019 19:50
291,Vistara,04-01-2019,Kolkata,Banglore,07:10,13h 10m,1 stop,No info,8452,04-01-2019 07:10,790,04-01-2019 20:20
292,Jet Airways,04-01-2019,Kolkata,Banglore,06:30,13h 20m,1 stop,In-flight meal not included,7064,04-01-2019 06:30,800,04-01-2019 19:50
293,IndiGo,04-01-2019,Banglore,Delhi,10:10,2h 50m,non-stop,No info,3943,04-01-2019 10:10,170,04-01-2019 13:00
294,Jet Airways,04-01-2019,Banglore,Delhi,07:10,3h,non-stop,No info,7229,04-01-2019 07:10,180,04-01-2019 10:10
295,Jet Airways,04-01-2019,Mumbai,Hyderabad,02:55,1h 25m,non-stop,No info,5678,04-01-2019 02:55,85,04-01-2019 04:20
296,Jet Airways,04-01-2019,Delhi,Cochin,18:15,24h 45m,1 stop,In-flight meal not included,5406,04-01-2019 18:15,1485,05-01-2019 19:00
297,Jet Airways,04-01-2019,Kolkata,Banglore,16:30,7h 5m,1 stop,No info,12681,04-01-2019 16:30,425,04-01-2019 23:35
298,Jet Airways,04-01-2019,Kolkata,Banglore,21:10,12h 55m,1 stop,No info,13784,04-01-2019 21:10,775,05-01-2019 10:05
299,IndiGo,04-01-2019,Kolkata,Banglore,15:30,2h 35m,non-stop,No info,4174,04-01-2019 15:30,155,04-01-2019 18:05
300,Air India,04-01-2019,Kolkata,Banglore,20:45,2h 35m,non-stop,No info,4460,04-01-2019 20:45,155,04-01-2019 23:20
301,SpiceJet,04-01-2019,Kolkata,Banglore,22:20,2h 20m,non-stop,No check-in baggage included,3841,04-01-2019 22:20,140,05-01-2019 00:40
302,Air Asia,04-01-2019,Kolkata,Banglore,22:50,2h 30m,non-stop,No info,4107,04-01-2019 22:50,150,05-01-2019 01:20
303,Air India,04-01-2019,Kolkata,Banglore,10:00,13h 15m,1 stop,No info,7893,04-01-2019 10:00,795,04-01-2019 23:15
304,Air India,04-01-2019,Kolkata,Banglore,07:00,27h,2 stops,No info,9836,04-01-2019 07:00,1620,05-01-2019 10:00
305,Air India,04-01-2019,Kolkata,Banglore,07:00,22h 25m,2 stops,No info,12849,04-01-2019 07:00,1345,05-01-2019 05:25
306,Air India,04-01-2019,Kolkata,Banglore,14:35,24h 45m,1 stop,No info,5006,04-01-2019 14:35,1485,05-01-2019 15:20
307,Jet Airways,04-01-2019,Delhi,Cochin,10:00,26h 35m,1 stop,In-flight meal not included,5406,04-01-2019 10:00,1595,05-01-2019 12:35
308,Air Asia,04-01-2019,Kolkata,Banglore,19:55,2h 30m,non-stop,No info,3807,04-01-2019 19:55,150,04-01-2019 22:25
309,Jet Airways,04-01-2019,Kolkata,Banglore,08:25,11h 25m,1 stop,In-flight meal not included,7064,04-01-2019 08:25,685,04-01-2019 19:50
310,Jet Airways,04-01-2019,Kolkata,Banglore,08:25,9h 50m,1 stop,No info,12681,04-01-2019 08:25,590,04-01-2019 18:15
311,GoAir,04-01-2019,Kolkata,Banglore,16:40,7h 35m,1 stop,No info,5171,04-01-2019 16:40,455,05-01-2019 00:15
312,IndiGo,04-01-2019,Banglore,Delhi,01:30,2h 45m,non-stop,No info,4423,04-01-2019 01:30,165,04-01-2019 04:15
313,Vistara,04-01-2019,Kolkata,Banglore,17:00,5h 55m,1 stop,No info,8977,04-01-2019 17:00,355,04-01-2019 22:55
314,Jet Airways,04-01-2019,Kolkata,Banglore,09:35,11h 30m,1 stop,No info,10953,04-01-2019 09:35,690,04-01-2019 21:05
315,Jet Airways,04-01-2019,Banglore,Delhi,06:00,2h 45m,non-stop,In-flight meal not included,4544,04-01-2019 06:00,165,04-01-2019 08:45
316,Jet Airways,04-01-2019,Kolkata,Banglore,21:10,7h 30m,1 stop,In-flight meal not included,8849,04-01-2019 21:10,450,05-01-2019 04:40
317,Air India,04-01-2019,Kolkata,Banglore,12:00,30h 30m,2 stops,No info,9258,04-01-2019 12:00,1830,05-01-2019 18:30
318,Jet Airways,04-01-2019,Kolkata,Banglore,18:55,28h 40m,1 stop,In-flight meal not included,7064,04-01-2019 18:55,1720,05-01-2019 23:35
319,Jet Airways,04-01-2019,Kolkata,Banglore,21:10,12h 10m,1 stop,In-flight meal not included,8849,04-01-2019 21:10,730,05-01-2019 09:20
320,Jet Airways,04-01-2019,Kolkata,Banglore,08:25,24h 55m,1 stop,In-flight meal not included,7064,04-01-2019 08:25,1495,05-01-2019 09:20
321,Jet Airways,04-01-2019,Kolkata,Banglore,16:30,28h 15m,1 stop,In-flight meal not included,7064,04-01-2019 16:30,1695,05-01-2019 20:45
322,Jet Airways,04-01-2019,Kolkata,Banglore,09:35,9h 35m,1 stop,No info,11467,04-01-2019 09:35,575,04-01-2019 19:10
323,Air India,04-01-2019,Mumbai,Hyderabad,21:05,1h 20m,non-stop,No info,2050,04-01-2019 21:05,80,04-01-2019 22:25
324,SpiceJet,04-01-2019,Kolkata,Banglore,15:05,5h 15m,1 stop,No info,4649,04-01-2019 15:05,315,04-01-2019 20:20
325,Vistara,04-01-2019,Kolkata,Banglore,20:20,24h,1 stop,No info,8452,04-01-2019 20:20,1440,05-01-2019 20:20
326,Jet Airways,04-01-2019,Kolkata,Banglore,20:00,24h 45m,1 stop,In-flight meal not included,7064,04-01-2019 20:00,1485,05-01-2019 20:45
327,Jet Airways,04-01-2019,Kolkata,Banglore,08:25,14h 10m,1 stop,In-flight meal not included,7064,04-01-2019 08:25,850,04-01-2019 22:35
328,Jet Airways,04-01-2019,Kolkata,Banglore,16:30,7h 5m,1 stop,In-flight meal not included,7064,04-01-2019 16:30,425,04-01-2019 23:35
329,IndiGo,04-01-2019,Delhi,Cochin,20:25,5h 5m,1 stop,No info,5073,04-01-2019 20:25,305,05-01-2019 01:30
330,Jet Airways,04-01-2019,Delhi,Cochin,22:50,13h 45m,1 stop,In-flight meal not included,5177,04-01-2019 22:50,825,05-01-2019 12:35
331,Air India,04-01-2019,Kolkata,Banglore,14:15,2h 30m,non-stop,No info,6245,04-01-2019 14:15,150,04-01-2019 16:45
332,Jet Airways,04-01-2019,Kolkata,Banglore,06:30,9h 50m,1 stop,In-flight meal not included,7851,04-01-2019 06:30,590,04-01-2019 16:20
333,Air India,04-01-2019,Kolkata,Banglore,16:45,19h 15m,2 stops,No info,9920,04-01-2019 16:45,1155,05-01-2019 12:00
334,Jet Airways,04-01-2019,Delhi,Cochin,10:00,9h,1 stop,In-flight meal not included,5406,04-01-2019 10:00,540,04-01-2019 19:00
335,Jet Airways,04-01-2019,Kolkata,Banglore,08:25,11h 25m,1 stop,No info,12681,04-01-2019 08:25,685,04-01-2019 19:50
336,IndiGo,04-01-2019,Banglore,Delhi,04:00,2h 50m,non-stop,No info,3943,04-01-2019 04:00,170,04-01-2019 06:50
337,SpiceJet,04-01-2019,Delhi,Cochin,06:05,5h 15m,1 stop,No info,5351,04-01-2019 06:05,315,04-01-2019 11:20
338,Vistara,04-01-2019,Kolkata,Banglore,17:00,25h 50m,1 stop,No info,8610,04-01-2019 17:00,1550,05-01-2019 18:50
339,Jet Airways,04-01-2019,Kolkata,Banglore,18:55,9h 45m,1 stop,In-flight meal not included,7064,04-01-2019 18:55,585,05-01-2019 04:40
340,IndiGo,04-01-2019,Mumbai,Hyderabad,20:05,1h 35m,non-stop,No info,2227,04-01-2019 20:05,95,04-01-2019 21:40
341,Jet Airways,04-01-2019,Mumbai,Hyderabad,10:20,1h 30m,non-stop,In-flight meal not included,3205,04-01-2019 10:20,90,04-01-2019 11:50
342,Jet Airways,04-01-2019,Kolkata,Banglore,21:10,11h 5m,1 stop,No info,13364,04-01-2019 21:10,665,05-01-2019 08:15
343,IndiGo,04-01-2019,Delhi,Cochin,14:20,3h 15m,non-stop,No info,4729,04-01-2019 14:20,195,04-01-2019 17:35
344,IndiGo,04-01-2019,Kolkata,Banglore,08:10,4h 50m,1 stop,No info,5069,04-01-2019 08:10,290,04-01-2019 13:00
345,Jet Airways,04-01-2019,Kolkata,Banglore,16:30,25h 45m,1 stop,In-flight meal not included,7064,04-01-2019 16:30,1545,05-01-2019 18:15
346,Air Asia,04-01-2019,Banglore,Delhi,04:55,2h 50m,non-stop,No info,4282,04-01-2019 04:55,170,04-01-2019 07:45
347,IndiGo,04-01-2019,Kolkata,Banglore,04:40,2h 35m,non-stop,No info,4174,04-01-2019 04:40,155,04-01-2019 07:15
348,Jet Airways,04-01-2019,Kolkata,Banglore,20:00,27h 35m,1 stop,No info,12681,04-01-2019 20:00,1655,05-01-2019 23:35
349,Air India,04-01-2019,Banglore,Delhi,06:10,2h 45m,non-stop,No info,5176,04-01-2019 06:10,165,04-01-2019 08:55
350,Jet Airways,04-01-2019,Kolkata,Banglore,06:30,16h 5m,1 stop,In-flight meal not included,7064,04-01-2019 06:30,965,04-01-2019 22:35
351,Jet Airways,04-01-2019,Mumbai,Hyderabad,19:35,1h 30m,non-stop,No info,5678,04-01-2019 19:35,90,04-01-2019 21:05
352,Jet Airways,04-01-2019,Kolkata,Banglore,06:30,26h 50m,1 stop,In-flight meal not included,7064,04-01-2019 06:30,1610,05-01-2019 09:20
353,Vistara,04-01-2019,Kolkata,Banglore,20:20,26h 35m,1 stop,No info,7770,04-01-2019 20:20,1595,05-01-2019 22:55
354,Jet Airways,04-01-2019,Delhi,Cochin,14:00,5h,1 stop,In-flight meal not included,5177,04-01-2019 14:00,300,04-01-2019 19:00
355,Jet Airways,04-01-2019,Kolkata,Banglore,20:25,21h 35m,1 stop,No info,11467,04-01-2019 20:25,1295,05-01-2019 18:00
356,Air India,04-01-2019,Mumbai,Hyderabad,06:20,1h 20m,non-stop,No info,3100,04-01-2019 06:20,80,04-01-2019 07:40
357,IndiGo,04-01-2019,Kolkata,Banglore,18:05,5h 25m,1 stop,No info,6284,04-01-2019 18:05,325,04-01-2019 23:30
358,Air India,04-01-2019,Kolkata,Banglore,16:50,25h 30m,2 stops,No info,7893,04-01-2019 16:50,1530,05-01-2019 18:20
359,Air India,04-01-2019,Mumbai,Hyderabad,19:30,1h 15m,non-stop,No info,2050,04-01-2019 19:30,75,04-01-2019 20:45
360,IndiGo,04-01-2019,Kolkata,Banglore,09:20,4h 55m,1 stop,No info,10308,04-01-2019 09:20,295,04-01-2019 14:15
361,Jet Airways,04-01-2019,Kolkata,Banglore,09:35,25h 20m,1 stop,No info,11467,04-01-2019 09:35,1520,05-01-2019 10:55
362,Air India,04-01-2019,Kolkata,Banglore,10:00,15h 20m,2 stops,No info,10408,04-01-2019 10:00,920,05-01-2019 01:20
363,Jet Airways,04-01-2019,Kolkata,Banglore,20:00,12h 15m,1 stop,In-flight meal not included,7064,04-01-2019 20:00,735,05-01-2019 08:15
364,Jet Airways,04-01-2019,Kolkata,Banglore,06:30,17h 5m,1 stop,In-flight meal not included,7064,04-01-2019 06:30,1025,04-01-2019 23:35
365,GoAir,04-01-2019,Banglore,Delhi,20:55,2h 45m,non-stop,No info,4239,04-01-2019 20:55,165,04-01-2019 23:40
366,SpiceJet,04-01-2019,Kolkata,Banglore,08:35,8h 40m,1 stop,No info,6013,04-01-2019 08:35,520,04-01-2019 17:15
367,Air India,04-01-2019,Kolkata,Banglore,09:10,4h 5m,1 stop,No info,5793,04-01-2019 09:10,245,04-01-2019 13:15
368,Jet Airways,04-01-2019,Kolkata,Banglore,06:30,11h 45m,1 stop,In-flight meal not included,7064,04-01-2019 06:30,705,04-01-2019 18:15
369,Jet Airways,04-01-2019,Kolkata,Banglore,06:30,22h 10m,1 stop,In-flight meal not included,7064,04-01-2019 06:30,1330,05-01-2019 04:40
370,Jet Airways,04-01-2019,Mumbai,Hyderabad,10:20,1h 30m,non-stop,No info,8040,04-01-2019 10:20,90,04-01-2019 11:50
371,Air India,04-01-2019,Kolkata,Banglore,09:25,20h,2 stops,No info,12219,04-01-2019 09:25,1200,05-01-2019 05:25
372,Jet Airways,04-01-2019,Kolkata,Banglore,18:55,24h 55m,1 stop,No info,12681,04-01-2019 18:55,1495,05-01-2019 19:50
373,Air India,04-01-2019,Kolkata,Banglore,09:25,25h 5m,2 stops,No info,12009,04-01-2019 09:25,1505,05-01-2019 10:30
374,Vistara,04-01-2019,Banglore,Delhi,19:30,2h 45m,non-stop,No info,5613,04-01-2019 19:30,165,04-01-2019 22:15
375,SpiceJet,04-01-2019,Kolkata,Banglore,17:10,2h 30m,non-stop,No check-in baggage included,3841,04-01-2019 17:10,150,04-01-2019 19:40
376,Air India,04-01-2019,Kolkata,Banglore,05:50,7h 25m,2 stops,No info,5562,04-01-2019 05:50,445,04-01-2019 13:15
